title,date,body
像抓脱贫攻坚那样抓乡村振兴,2020-12-08,"
	比如，交通信息技术中的大数据处理平台，完全能够实现对拥堵的预警与疏导，与收费系统联网又为拥堵费的收缴创造条件，进而推动城市区域内合理交通导流。而特大城市的新城新区、非中心区域乃至农村地区，在管理技术升级后也没必要在汽车销售环节“较劲”。这方面，“十三五”时期全国已有不少创新探索，如北京城区为解决居民停车难推出“五证合一”试点，定向增加新能源车牌向“无车家庭”倾斜，还有城市尝试运用经济杠杆调控。办法总比困难多，加快改革消费税、车辆购置税征收及分配方式，探索完善治理手段和治理水平，交通拥堵、空气污染等城市病并非不能解决。
	任何治理转变都不能简单化、一蹴而就，都需要系统考量和稳步推进。与购买管理不同，使用管理更注重政策与改革的全生命周期。比如，汽车流通体制改革应该深入推进，通过完善消费政策、优化消费环境，搞活流通、促进消费。此外农村汽车消费潜力也有待释放，新一轮汽车下乡和以旧换新已在路上，农村居民购买特定车型的补贴优惠力度很大。停车场、充电桩等设施建设，二手车交易便利化，自主品牌技术提升、上下游相关产业的拉动以及使用环节的收费标准等，都离不开各级各类规划指引下的统筹推进、精准施策。
	使用管理，贵在精准，难在精准。说到底是要遵从汽车市场的经济规律、尊重车企的主体地位，更好发挥有为政府的积极作用。有规划的严肃性，有治理的科学性，有调控的艺术性，让改革有力有度有效，一定能把好从购买管理转向使用管理的方向盘，增强汽车消费对经济增长的基础作用。
	"
关爱孤残儿童彰显小康成色,2020-11-27,"
	
	全面小康路上，一个都不能少。走进内蒙古自治区呼和浩特市儿童福利院，深切感受到这句话的现实含义。福利院里的儿童在到来之前或遭遗弃、或身有残疾，来到这里之后均得到悉心养护和精心照料，他们无忧无虑地接受教育、安心成长。
	“欢欢真棒，让妈妈抱抱。”走进福利院1106室，“妈妈”高美丽正在陪早产儿欢欢玩耍。模拟家庭的墙上贴满了孩子与“爸爸”“妈妈”的合影，小书架上还整齐码放着他们的“家庭时光”手册。特教实验班内，特教老师忙着带领孩子们学习《零的认知》，“注意要写得长长圆圆的，没有棱角，最后要封口，不能留小尾巴”。在律动教室，孩子们正跟随老师一起伴着音乐节奏打拍子。“我们专注儿童身心健康发展，不遗余力让每一个孤残儿童都融入社会大家庭，感受到社会的温暖，持续增强他们的获得感、幸福感、安全感。”福利院副院长蔺健介绍。
	“我叫雅妮，从小在福利院长大，感谢这里的一切”，聋哑女孩王雅妮用手语表达出心声。2014年1月，习近平总书记来到福利院，看望在这里学习和生活的儿童，鼓励王雅妮和放假“回家”的大学生闫志净好好学习，学业有成。6年过去了，昔日的小女孩已经长大走向社会，找到了工作。雅妮用手语说：“我想跟总书记说，我现在很幸福。我会继续努力学习，努力工作，为社会贡献自己的力量。”党的十八大以来，我国社会福利和儿童保护制度不断完善，党和政府对孤残儿童的保障力度进一步加大，成效进一步彰显。在总体机构和编制不增加的情况下，民政部专门设立了儿童福利司，体现出党中央、国务院对儿童福利工作的高度重视。
	全面小康，关键在全面。我国是人口大国，有3亿多未成年人。全面建成小康社会，每一个儿童都不能少。为孤弃残疾儿童兜住生活、教育、医疗等民生权益的底，确保一个都不落下，是全面建成小康社会的必然要求，更是保障儿童权益、社会发展进步的生动体现。进入新时代，我国儿童福利工作树起了一座新的里程碑。今年新冠肺炎疫情突如其来，全国的儿童福利机构、未成年人救助保护机构做到了无一人感染。这更加证明，党和政府关心孤残儿童注重实效，全面落实相关养育和保障服务政策，确保他们获得应有的权益和尊严。
	“一切为了孩子，为了孩子一切”，福利院正门的显示屏上，这句教育名言来回滚动。生命是独特的存在，每一个生命都应得到关心、关怀、关爱，得到最大程度的尊重。党的十九届五中全会对“改善人民生活品质，提高社会建设水平”作出新的重要部署。坚持以人民为中心的发展思想，健全多层次社会保障体系，在工作人员的悉心培养下，孤残儿童这些“慢飞的天使”终将展翅翱翔、实现人生价值。
	（作者为本报新闻协调部记者） 
	"
,2020-11-27,
,2020-11-27,
仲组轩：抓好党的组织体系建设  把党的组织优势巩固好、发挥好,2020-11-26,"
	习近平总书记指出，严密的组织体系是马克思主义政党的优势所在、力量所在。各地深入学习领会习近平总书记重要讲话精神，认真落实新时代党的组织路线，坚持以组织体系建设为重点，强化系统思维、坚持一体推进，统筹加强各层级各领域党组织建设，推动形成上下贯通、执行有力的严密组织体系，确保党的领导“如身使臂，如臂使指”，推动党中央决策部署有效落实。
	
	
	党的力量来自组织，党的全面领导、党的全部工作要靠党的坚强组织体系来实现。各地各部门切实采取措施，推动组织建设贯通各层级、覆盖各领域。
	抓好中央和国家机关这个“最初一公里”，防止出现“拦路虎”。中央和国家机关各部委认真贯彻执行党组工作条例、党的工作机关条例和机关基层党组织工作条例，带头树牢政治机关意识，走好践行“两个维护”的第一方阵，建设讲政治、守纪律、负责任、有效率的模范机关。中央和国家机关工委印发中央和国家机关党的建设工作要点，召开中央和国家机关党的工作会议，推动各部委统筹推进机关及所属企事业单位、社会组织党的建设，着力创建让党中央放心、让人民群众满意的模范机关。公安部抓住“公安姓党”的根本属性加强忠诚警魂教育，最高法院广泛开展“坚持党对司法工作的绝对领导、坚持中国特色社会主义法治道路”专题教育，人力资源社会保障部深入开展“加强党的政治建设、强化政治机关意识”学习讨论，外交部党委印发《关于推进新时代外交战线党的建设高质量发展的意见》，努力建设政治上绝对可靠、对党绝对忠诚的政治机关。
	抓好地方党委这个“中间段”，防止出现“中梗阻”。各地认真贯彻执行地方党委工作条例，着力把地方各级党委建设成为坚决听从党中央指挥、管理严格、监督有力、班子团结、风气纯正的坚强组织。贵州加强地方党委班子运行情况分析研判，督促指导党委领导班子研究制定落实全面从严治党责任清单。云南指导推动全省各地各部门加强党委（党组）建设，完善议事规则、决策程序、权力运行和监督机制，着力解决党的领导落到基层的“中梗阻”问题。
	抓好基层党组织这个“最后一公里”，防止出现“断头路”。各地坚持大抓基层的鲜明导向，分领域推进党的基层组织建设，着力建强基层坚强战斗堡垒。北京持续深化“街巷吹哨、部门报到”改革，完善“接诉即办”机制，统筹推进首都社区治理20条具体措施落地落实。上海和福建永安市推广“家门口服务站”、“市民驿站”、“红色邻里驿站”等做法，规范街镇社区党群服务中心建设，构建“15分钟党群服务圈”。吉林以建立各级党委（党组）书记党支部联系点为抓手，着力推进各领域党支部建设。青海持续整顿提升软弱涣散基层党组织，对整治成效不明显的26个基层党组织“回炉”重塑。西藏实施边境党建红色长廊工程，广西聚焦抵边村屯“两个覆盖”不到位、不全面等问题加大党组织组建力度，充分发挥基层党组织在守边固边中的战斗堡垒作用。
